" Give the chemical symbol or name for each of the following  elements, as appropriate: (a) carbon, (b) nitrogen, (c) titanium, (d) zinc, (e) iron, (f) P, (g) Ca, (h) He, (i) Pb, (j) Ag.  ", "Chemistry"
" A solid white substance A is heated strongly in the absence of  air. It decomposes to form a new white substance B and a gas C.  The gas has exactly the same properties as the product obtained when carbon is burned in an excess of oxygen. Based  on these observations, can we determine whether solids A  and B and gas C are elements or compounds? ", "Chemistry"
" You are hiking in the mountains and find a shiny gold nugget. It might be the element gold, or it might be “fool’s gold,”  which is a nickname for iron pyrite, FeS2. Which of the following physical properties do you think would help determine if the shiny nugget is really gold—appearance, melting  point, density, or physical state?  ", "Chemistry"
" In the process of attempting to characterize a substance, a  chemist makes the following observations: The substance is  a silvery white, lustrous metal. It melts at 649 °C and boils at  1105 °C. Its density at 20 °C is ", "Chemistry"
"8 g>cm3. The substance  burns in air, producing an intense white light. It reacts with  chlorine to give a brittle white solid. The substance can be  pounded into thin sheets or drawn into wires. It is a good  conductor of electricity. Which of these characteristics are  physical properties, and which are chemical properties? ", "Chemistry"
" (a) Read the following description of the element zinc and  indicate which are physical properties and which are chemical properties.  Zinc melts at 420 °C. When zinc granules are added to dilute  sulfuric acid, hydrogen is given off and the metal dissolves.  Zinc has a hardness on the Mohs scale of 2.5 and a density of  7.13 g>cm3 at 25 °C. It reacts slowly with oxygen gas at elevated temperatures to form zinc oxide, ZnO.  (b) Which properties of zinc can you describe from the  photo? Are these physical or chemical properties?  ", "Chemistry"
" Label each of the following as either a physical process or a  chemical process: (a) rusting of a metal can, (b) boiling a cup  of water, (c) pulverizing an aspirin, (d) digesting a candy bar,  (e) exploding of nitroglyerin. ", "Chemistry"
" A match is lit and held under a cold piece of metal. The following  observations are made: (a) The match burns. (b) The metal gets  warmer. (c) Water condenses on the metal. (d) Soot (carbon) is  deposited on the metal. Which of these occurrences are due to  physical changes, and which are due to chemical changes?  ", "Chemistry"
" Which separation method is better suited for separating a  solution of sugar and water into pure substances, filtration or  distillation? ", "Chemistry"
" Two beakers contain clear, colorless liquids. When the contents of the beakers are mixed a white solid is formed. (a) Is  this an example of a chemical or a physical change? (b) What  would be the most convenient way to separate the newly  formed white solid from the liquid mixture—filtration, distillation, or chromatography. The Nature of Energy (Section ", "Chemistry"
" ", "Chemistry"
" (a) Calculate the kinetic energy, in joules of a 1200-kg automobile moving at 18 m/s. (b) Convert this energy to calories.  (c) When the automobile brakes to a stop is the “lost” kinetic  energy converted mostly to heat or to some form of potential  energy? ", "Chemistry"
" (a) A baseball weighs 5.13 oz. What is the kinetic energy, in  joules, of this baseball when it is thrown by a major league  pitcher at 95.0 mi/h? (b) By what factor will the kinetic  energy change if the speed of the baseball is decreased to  55.0 mi/h? (c) What happens to the kinetic energy when the  baseball is caught by the catcher? Is it converted mostly to  heat or to some form of potential energy? ", "Chemistry"
" Two positively charged particles are first brought close together and then released. Once released, the repulsion between particles causes them to move away from each other.  (a) This is an example of potential energy being converted  into what form of energy? (b) Does the potential energy of  the two particles prior to release increase or decrease as the  distance between them is increased. ", "Chemistry"
" For each of the following processes, does the potential energy of the object(s) increase or decrease? (a) The distance  between two oppositely charged particles is increased.  (b) Water is pumped from ground level to the reservoir of a  water tower 30 m above the ground. (c) The bond in a chlorine  molecule, Cl2, is broken to form two chlorine atoms.  ", "Chemistry"
